User Id 	UBA id	GCA id
U_77544	UBA7726	GCA_002482055.1
U_77545	UBA7727	GCA_002482025.1
U_77547	UBA7729	GCA_002482005.1
U_77548	UBA12351	None
U_77551	UBA7731	GCA_002481965.1
U_77552	UBA7732	GCA_002481945.1
U_77555	UBA7735	GCA_002481875.1
U_77567	UBA7747	GCA_002481635.1
U_77568	UBA7748	GCA_002481605.1
U_77569	UBA7749	GCA_002481615.1
U_77573	UBA7752	GCA_002481535.1
U_77580	UBA7759	GCA_002481385.1
U_77590	UBA7766	GCA_002481255.1
U_77593	UBA7769	GCA_002481205.1
U_77601	UBA7776	GCA_002481025.1
U_77604	UBA7779	GCA_002481045.1
U_77605	UBA7780	GCA_002480985.1
U_77607	UBA7782	GCA_002480935.1
U_77617	UBA7791	GCA_002480755.1
U_77620	UBA595	GCA_002495815.1
U_77624	UBA12359	None
U_77631	UBA7799	GCA_002480605.1
U_77636	UBA7804	GCA_002480495.1
U_77637	UBA7805	GCA_002480485.1
U_77640	UBA7807	GCA_002480455.1
U_77641	UBA7808	GCA_002480425.1
U_77643	UBA7810	GCA_002480365.1
U_77652	UBA12364	None
U_77653	UBA12365	GCA_003509235.1
U_77672	UBA7820	GCA_002480175.1
U_77676	UBA12372	None
U_77682	UBA7826	GCA_002501525.1
U_77685	UBA608	GCA_002502205.1
U_77689	UBA609	GCA_002499835.1
U_77690	UBA12377	None
U_77692	UBA12378	None
U_77693	UBA12379	GCA_003517605.1
U_77700	UBA7834	GCA_002500935.1
U_77707	UBA12385	GCA_003510765.1
U_77710	UBA12388	GCA_003510165.1
U_77713	UBA12391	GCA_003519035.1
U_77715	UBA12393	GCA_003519005.1
U_77716	UBA12394	GCA_003512955.1
U_77717	UBA12395	GCA_003512985.1
U_77725	UBA12403	GCA_003542485.1
U_77728	UBA12406	GCA_003542575.1
U_77729	UBA12407	GCA_003542595.1
U_77731	UBA12409	GCA_003542475.1
U_77734	UBA12412	None
U_77735	UBA12413	GCA_003520815.1
U_77736	UBA12414	GCA_003520725.1
U_77743	UBA12421	None
U_77748	UBA7840	GCA_002501455.1
U_77750	UBA12424	GCA_003513105.1
U_77754	UBA7844	GCA_002500775.1
U_77761	UBA12431	GCA_003511105.1
U_77762	UBA12432	GCA_003511125.1
U_77769	UBA12439	GCA_003509405.1
U_77776	UBA12446	GCA_003504255.1
U_77780	UBA12450	GCA_003499605.1
U_77784	UBA12454	GCA_003499685.1
U_77795	UBA12465	GCA_003489845.1
U_77803	UBA12473	GCA_003541495.1
U_77805	UBA12475	None
U_77811	UBA12481	GCA_003487905.1
U_77814	UBA12484	GCA_003447165.1
U_77817	UBA12487	None
U_77818	UBA12488	None
U_77832	UBA12502	None
U_77839	UBA7846	GCA_002500305.1
U_77840	UBA12509	None
U_77841	UBA12510	None
U_77844	UBA7848	GCA_002501445.1
U_77851	UBA7855	GCA_002500745.1
U_77853	UBA7857	GCA_002501375.1
U_77854	UBA7858	GCA_002500185.1
U_77863	UBA7867	GCA_002501295.1
U_77870	UBA614	GCA_002505115.1
U_77875	UBA616	GCA_002503265.1
U_77876	UBA617	GCA_002507365.1
U_77877	UBA12513	None
U_77879	UBA12515	None
U_77883	UBA12519	GCA_003526205.1
U_77887	UBA12523	None
U_77888	UBA12524	None
U_77889	UBA12525	GCA_003444195.1
U_77890	UBA12526	GCA_003444215.1
U_77893	UBA12529	GCA_003444165.1
U_77898	UBA12533	None
U_77909	UBA12541	GCA_003509565.1
U_77913	UBA12545	GCA_003509545.1
U_77915	UBA12547	GCA_003510705.1
U_77918	UBA7876	GCA_002500665.1
U_77920	UBA7878	GCA_002501205.1
U_77923	UBA12551	GCA_003518905.1
U_77925	UBA12552	None
U_77928	UBA12555	GCA_003518865.1
U_77940	UBA7881	GCA_002501185.1
U_77942	UBA12564	None
U_77950	UBA623	GCA_002505325.1
U_77951	UBA7887	GCA_002501105.1
U_77952	UBA7888	GCA_002500505.1
U_77955	UBA7891	GCA_002500485.1
U_77956	UBA12567	GCA_003520025.1
U_77959	UBA7892	GCA_002500045.1
U_77960	UBA7893	GCA_002500465.1
U_77961	UBA12570	None
U_77967	UBA12575	None
U_77971	UBA7898	GCA_002500445.1
U_77973	UBA12576	GCA_003542075.1
U_77980	UBA12579	GCA_003542215.1
U_65405	UBA626	GCA_002299385.1
U_65409	UBA630	GCA_002300055.1
U_65418	UBA7907	GCA_003457195.1
U_65424	UBA642	GCA_002299305.1
U_65428	UBA645	GCA_002299995.1
U_65431	UBA7911	None
U_65433	UBA7913	GCA_003543475.1
U_65436	UBA7916	GCA_003543455.1
U_65441	UBA7921	GCA_003485365.1
U_65443	UBA7923	GCA_003445665.1
U_65447	UBA7927	GCA_003445715.1
U_65451	UBA7931	GCA_003454055.1
U_65465	UBA7941	None
U_65466	UBA7942	None
U_65469	UBA648	GCA_002299595.1
U_65473	UBA7947	None
U_65475	UBA7949	GCA_003506685.1
U_65477	UBA650	GCA_002299245.1
U_65479	UBA7951	GCA_003511785.1
U_65482	UBA7954	GCA_003511845.1
U_65483	UBA7955	None
U_65485	UBA653	GCA_002299205.1
U_65490	UBA656	GCA_002299895.1
U_65502	UBA7963	None
U_65510	UBA7967	GCA_003485725.1
U_65516	UBA7969	GCA_003485685.1
U_65533	UBA676	GCA_002297745.1
U_65534	UBA677	GCA_002299085.1
U_65537	UBA680	GCA_002299055.1
U_65544	UBA7983	None
U_65545	UBA7984	GCA_003521465.1
U_65546	UBA7985	GCA_003521475.1
U_65549	UBA684	GCA_002299045.1
U_65554	UBA685	GCA_002299005.1
U_65556	UBA686	GCA_002298285.1
U_65566	UBA6	GCA_002508545.1
U_65567	UBA7993	None
U_65571	UBA695	GCA_002298145.1
U_65583	UBA705	GCA_002297625.1
U_65587	UBA7997	None
U_65588	UBA7998	None
U_65596	UBA8002	GCA_003513725.1
U_65597	UBA712	GCA_002298865.1
U_65602	UBA8004	GCA_003514945.1
U_65604	UBA8005	GCA_003513705.1
U_65607	UBA8007	None
U_65608	UBA718	GCA_002298825.1
U_65609	UBA719	GCA_002297525.1
U_65610	UBA720	GCA_002297505.1
U_65611	UBA9	GCA_002497265.1
U_65614	UBA10	GCA_002498185.1
U_65615	UBA11	GCA_002495105.1
U_65620	UBA14	GCA_002501815.1
U_65624	UBA726	GCA_002297435.1
U_65632	UBA8013	GCA_003450695.1
U_65635	UBA730	GCA_002298005.1
U_65639	UBA734	GCA_002297935.1
U_65642	UBA736	GCA_002298685.1
U_65643	UBA737	GCA_002297415.1
U_65651	UBA742	GCA_002298615.1
U_65653	UBA744	GCA_002298605.1
U_65663	UBA753	GCA_002297325.1
U_65672	UBA759	GCA_002297255.1
U_65673	UBA760	GCA_002297225.1
U_65674	UBA8024	GCA_003507075.1
U_65675	UBA761	GCA_002298455.1
U_65684	UBA768	GCA_002297245.1
U_65685	UBA8027	GCA_003537735.1
U_65686	UBA8028	GCA_003538905.1
U_65688	UBA769	GCA_002298405.1
U_65692	UBA773	GCA_002298355.1
U_65700	UBA781	GCA_002296475.1
U_65703	UBA8031	GCA_003516595.1
U_65709	UBA785	GCA_002297065.1
U_65716	UBA789	GCA_002296725.1
U_65724	UBA8037	GCA_003532335.1
U_65735	UBA8043	GCA_003527545.1
U_65737	UBA802	GCA_002296925.1
U_65741	UBA805	GCA_002296325.1
U_65742	UBA8045	GCA_003526425.1
U_65743	UBA8046	GCA_003527745.1
U_65745	UBA8048	GCA_003527765.1
U_65746	UBA8049	GCA_003535095.1
U_65765	UBA8066	None
U_65772	UBA8070	None
U_65784	UBA815	GCA_002296855.1
U_65786	UBA817	GCA_002296285.1
U_65790	UBA8075	None
U_65794	UBA8076	None
U_65795	UBA823	GCA_002296225.1
U_65801	UBA23	GCA_002498725.1
U_65802	UBA828	GCA_002296185.1
U_65811	UBA833	GCA_002296115.1
U_65812	UBA834	GCA_002296105.1
U_65820	UBA838	GCA_002296035.1
U_65821	UBA839	GCA_002295605.1
U_65822	UBA8083	GCA_003447065.1
U_65824	UBA841	GCA_002295585.1
U_65825	UBA842	GCA_002296005.1
U_65826	UBA843	GCA_002295965.1
U_65831	UBA848	GCA_002295455.1
U_65842	UBA856	GCA_002295845.1
U_65843	UBA857	GCA_002295815.1
U_65844	UBA858	GCA_002295415.1
U_65847	UBA859	GCA_002295405.1
U_65866	UBA8093	None
U_65870	UBA8096	None
U_65871	UBA869	GCA_002295215.1
U_65885	UBA878	GCA_002294385.1
U_65886	UBA879	GCA_002294345.1
U_65896	UBA885	GCA_002294235.1
U_65909	UBA893	GCA_002304765.1
U_65911	UBA8109	GCA_003545655.1
U_65912	UBA8110	GCA_003508535.1
U_65914	UBA35	GCA_002498265.1
U_65919	UBA897	GCA_002294115.1
U_65922	UBA900	GCA_002294525.1
U_65928	UBA903	GCA_002294045.1
U_65929	UBA8116	None
U_65935	UBA907	GCA_002294465.1
U_65936	UBA908	GCA_002293995.1
U_65937	UBA909	GCA_002293985.1
U_65940	UBA8120	None
U_65948	UBA912	GCA_002293965.1
U_65950	UBA913	GCA_002294395.1
U_65953	UBA916	GCA_002293925.1
U_65956	UBA919	GCA_002293885.1
U_65960	UBA923	GCA_002293765.1
U_65968	UBA8127	GCA_003517865.1
U_65977	UBA935	GCA_002293525.1
U_65979	UBA937	GCA_002293455.1
U_65980	UBA938	GCA_002293475.1
U_65985	UBA8132	GCA_003510345.1
U_65986	UBA943	GCA_002293345.1
U_65994	UBA8134	None
U_65997	UBA8136	None
U_66016	UBA968	GCA_002292885.1
U_66018	UBA8138	GCA_003509325.1
U_66019	UBA8139	GCA_003509885.1
U_66020	UBA970	GCA_002292805.1
U_66021	UBA8140	GCA_003519905.1
U_66031	UBA8144	None
U_66033	UBA978	GCA_002292295.1
U_66039	UBA8145	GCA_003503355.1
U_66040	UBA983	GCA_002292215.1
U_66054	UBA8150	GCA_003450325.1
U_66058	UBA994	GCA_002292025.1
U_66062	UBA996	GCA_002291955.1
U_66070	UBA8156	GCA_003456125.1
U_66076	UBA8161	None
U_66079	UBA1004	GCA_002291785.1
U_66081	UBA1006	GCA_002291735.1
U_66082	UBA1007	GCA_002291775.1
U_66094	UBA40	GCA_002506875.1
U_66099	UBA8171	GCA_003487325.1
U_66102	UBA1015	GCA_002291575.1
U_66104	UBA8173	None
U_66108	UBA1017	GCA_002291485.1
U_66110	UBA8177	None
U_66115	UBA8181	GCA_003525045.1
U_66117	UBA1019	GCA_002291515.1
U_66118	UBA1020	GCA_002291505.1
U_66121	UBA42	GCA_002497365.1
U_66132	UBA45	GCA_002509545.1
U_66134	UBA1031	GCA_002316915.1
U_66138	UBA1035	GCA_002316835.1
U_66145	UBA8184	GCA_003524895.1
U_66147	UBA1042	GCA_002316675.1
U_66152	UBA1047	GCA_002316585.1
U_66153	UBA8185	GCA_003524825.1
U_66156	UBA1048	GCA_002316555.1
U_66158	UBA8188	None
U_66159	UBA8189	None
U_66160	UBA8190	GCA_003453695.1
U_66164	UBA1052	GCA_002316475.1
U_66166	UBA8193	None
U_66168	UBA1054	GCA_002316455.1
U_66172	UBA1057	GCA_002316395.1
U_66180	UBA8197	GCA_003452735.1
U_66191	UBA8203	GCA_003522815.1
U_66195	UBA1069	GCA_002316155.1
U_66202	UBA1074	GCA_002316055.1
U_66203	UBA1075	GCA_002316015.1
U_66209	UBA1081	GCA_002313815.1
U_66211	UBA1083	GCA_002313775.1
U_66213	UBA1085	GCA_002313735.1
U_66217	UBA1087	GCA_002314145.1
U_66220	UBA1090	GCA_002313665.1
U_66230	UBA51	GCA_002501915.1
U_66233	UBA1098	GCA_002314065.1
U_66236	UBA52	GCA_002505455.1
U_66237	UBA1101	GCA_002313505.1
U_66243	UBA1104	GCA_002314055.1
U_66249	UBA1110	GCA_002313405.1
U_66250	UBA1111	GCA_002313435.1
U_66251	UBA8213	None
U_66262	UBA1113	GCA_002313395.1
U_66264	UBA1115	GCA_002313325.1
U_66266	UBA1116	GCA_002313355.1
U_66271	UBA54	GCA_002495735.1
U_66272	UBA8226	None
U_66276	UBA8228	GCA_003545375.1
U_66278	UBA1120	GCA_002313925.1
U_66279	UBA1121	GCA_002313905.1
U_66290	UBA8233	None
U_66301	UBA55	GCA_002495465.1
U_66308	UBA8241	None
U_66310	UBA8242	None
U_66314	UBA1140	GCA_002311915.1
U_66317	UBA1141	GCA_002311385.1
U_66324	UBA1145	GCA_002312005.1
U_66325	UBA1146	GCA_002311345.1
U_66328	UBA1147	GCA_002311315.1
U_66332	UBA8248	GCA_003506735.1
U_66335	UBA1152	GCA_002311285.1
U_66336	UBA1153	GCA_002311255.1
U_66337	UBA1154	GCA_002311225.1
U_66338	UBA1155	GCA_002311795.1
U_66342	UBA1159	GCA_002311155.1
U_66346	UBA8252	GCA_003535415.1
U_66348	UBA8254	GCA_003489145.1
U_66349	UBA8255	GCA_003489125.1
U_66351	UBA1160	GCA_002311805.1
U_66353	UBA8257	None
U_66356	UBA1162	GCA_002311135.1
U_66359	UBA8260	GCA_003514365.1
U_66361	UBA8261	None
U_66365	UBA8265	GCA_003512445.1
U_66367	UBA1165	GCA_002311085.1
U_66371	UBA8268	GCA_003513285.1
U_66376	UBA1170	GCA_002311015.1
U_66381	UBA8274	GCA_003534715.1
U_66387	UBA8280	GCA_003487665.1
U_66388	UBA8281	GCA_003487125.1
U_66390	UBA8283	GCA_003487165.1
U_66392	UBA8285	GCA_003487065.1
U_66393	UBA8286	GCA_003487085.1
U_66401	UBA8293	None
U_66402	UBA8294	None
U_66406	UBA1174	GCA_002311025.1
U_66409	UBA1177	GCA_002310995.1
U_66410	UBA1178	GCA_002309935.1
U_66418	UBA1185	GCA_002310415.1
U_66419	UBA1186	GCA_002309875.1
U_66422	UBA1189	GCA_002309805.1
U_66429	UBA1196	GCA_002310035.1
U_66430	UBA1197	GCA_002309995.1
U_66432	UBA1199	GCA_002309795.1
U_66437	UBA1204	GCA_002310075.1
U_66439	UBA1206	GCA_002310055.1
U_66444	UBA1210	GCA_002309635.1
U_66446	UBA1212	GCA_002309655.1
U_66447	UBA8299	None
U_66449	UBA1214	GCA_002309375.1
U_66465	UBA1229	GCA_002309135.1
U_66469	UBA1233	GCA_002309305.1
U_66472	UBA1235	GCA_002309075.1
U_66478	UBA1241	GCA_002308955.1
U_66479	UBA1242	GCA_002308915.1
U_66486	UBA1249	GCA_002308895.1
U_66489	UBA1252	GCA_002308575.1
U_66495	UBA1257	GCA_002308775.1
U_66502	UBA1263	GCA_002308515.1
U_66503	UBA8304	None
U_66516	UBA8310	GCA_003530395.1
U_66518	UBA8312	GCA_003527085.1
U_66519	UBA8313	GCA_003530335.1
U_66522	UBA8315	None
U_66523	UBA8316	GCA_003538555.1
U_66529	UBA8320	GCA_003523885.1
U_66530	UBA8321	GCA_003523865.1
U_66534	UBA8325	GCA_003523785.1
U_66537	UBA63	GCA_002497405.1
U_66539	UBA1276	GCA_002308735.1
U_66540	UBA1277	GCA_002309495.1
U_66546	UBA8328	GCA_003523915.1
U_66547	UBA8329	None
U_66550	UBA8332	None
U_66553	UBA8334	None
U_66559	UBA8338	GCA_003505935.1
U_66560	UBA8339	None
U_66564	UBA1284	GCA_002308415.1
U_66571	UBA1291	GCA_002307905.1
U_66576	UBA1295	GCA_002307815.1
U_66581	UBA8344	GCA_003501245.1
U_66586	UBA8346	GCA_003501365.1
U_66592	UBA1307	GCA_002307235.1
U_66593	UBA1308	GCA_002307215.1
U_66595	UBA1309	GCA_002307185.1
U_66603	UBA1316	GCA_002307055.1
U_66606	UBA1318	GCA_002307015.1
U_66608	UBA1319	GCA_002306985.1
U_66610	UBA1320	GCA_002306975.1
U_66615	UBA8354	None
U_66620	UBA8359	GCA_003446405.1
U_66621	UBA8360	GCA_003482475.1
U_66627	UBA66	GCA_002496205.1
U_66632	UBA1325	GCA_002306875.1
U_66634	UBA1327	GCA_002306835.1
U_66638	UBA1331	GCA_002306735.1
U_66643	UBA68	GCA_002497145.1
U_66646	UBA1336	GCA_002306655.1
U_66648	UBA1338	GCA_002306615.1
U_66651	UBA8368	GCA_003482425.1
U_66654	UBA8371	GCA_003455445.1
U_66676	UBA1349	GCA_002306245.1
U_66677	UBA1350	GCA_002306435.1
U_66682	UBA1355	GCA_002306155.1
U_66684	UBA1357	GCA_002306095.1
U_66685	UBA8384	None
U_66688	UBA1359	GCA_002306385.1
U_66692	UBA1363	GCA_002306055.1
U_66693	UBA71	GCA_002504405.1
U_66694	UBA1364	GCA_002306345.1
U_66707	UBA1376	GCA_002305535.1
U_66711	UBA1380	GCA_002305445.1
U_66712	UBA1381	GCA_002305435.1
U_66717	UBA1385	GCA_002305755.1
U_66718	UBA1386	GCA_002305765.1
U_66719	UBA8385	None
U_66721	UBA1388	GCA_002305355.1
U_66722	UBA74	GCA_002496545.1
U_66723	UBA75	GCA_002503785.1
U_66728	UBA1392	GCA_002305275.1
U_66729	UBA1393	GCA_002305255.1
U_66730	UBA1394	GCA_002305725.1
U_66737	UBA76	GCA_002507395.1
U_66739	UBA1402	GCA_002305085.1
U_66741	UBA1404	GCA_002305075.1
U_66745	UBA1408	GCA_002305035.1
U_66748	UBA1411	GCA_002304995.1
U_66755	UBA1417	GCA_002305575.1
U_66759	UBA1421	GCA_002304865.1
U_66763	UBA1425	GCA_002329365.1
U_66768	UBA79	GCA_002505025.1
U_66776	UBA1435	GCA_002329385.1
U_66779	UBA1438	GCA_002329285.1
U_66780	UBA1439	GCA_002329605.1
U_66781	UBA1440	GCA_002329565.1
U_66782	UBA1441	GCA_002329255.1
U_66796	UBA8391	None
U_66797	UBA8392	None
U_66801	UBA8396	None
U_66804	UBA1450	GCA_002329205.1
U_66807	UBA1453	GCA_002325885.1
U_66809	UBA1455	GCA_002325835.1
U_66810	UBA8399	GCA_003456315.1
U_66811	UBA8400	GCA_003456735.1
U_66812	UBA1456	GCA_002325825.1
U_66815	UBA8401	GCA_003456055.1
U_66819	UBA1460	GCA_002325745.1
U_66821	UBA1461	GCA_002325725.1
U_66825	UBA8405	GCA_003449565.1
U_66834	UBA8412	None
U_66842	UBA8419	GCA_003483305.1
U_66843	UBA1468	GCA_002325585.1
U_66845	UBA8420	GCA_003483985.1
U_66848	UBA1471	GCA_002325515.1
U_66861	UBA1481	GCA_002325345.1
U_66862	UBA1482	GCA_002325325.1
U_66864	UBA8425	None
U_66868	UBA8426	GCA_003448455.1
U_66870	UBA1487	GCA_002325245.1
U_66871	UBA1488	GCA_002325205.1
U_66882	UBA8432	GCA_003449315.1
U_66887	UBA8433	GCA_003454835.1
U_66888	UBA1499	GCA_002324965.1
U_66889	UBA1500	GCA_002325085.1
U_66890	UBA1501	GCA_002324945.1
U_66891	UBA1502	GCA_002323655.1
U_66892	UBA8434	None
U_66896	UBA1504	GCA_002323635.1
U_66898	UBA8438	GCA_003517065.1
U_66902	UBA1506	GCA_002323995.1
U_66903	UBA83	GCA_002505155.1
U_66907	UBA8440	None
U_66908	UBA1510	GCA_002323545.1
U_66916	UBA8444	GCA_003454845.1
U_66918	UBA1515	GCA_002323935.1
U_66919	UBA8445	GCA_003526775.1
U_66927	UBA1519	GCA_002323475.1
U_66928	UBA1520	GCA_002323455.1
U_66930	UBA8451	GCA_003525005.1
U_66931	UBA1521	GCA_002323435.1
U_66935	UBA1522	GCA_002323415.1
U_66936	UBA8452	GCA_003525065.1
U_66937	UBA1523	GCA_002323395.1
U_66940	UBA8453	GCA_003531485.1
U_66945	UBA1527	GCA_002323855.1
U_66946	UBA1528	GCA_002323815.1
U_66948	UBA8455	GCA_003525025.1
U_66949	UBA8456	GCA_003538025.1
U_66950	UBA91	GCA_002499705.1
U_66952	UBA8457	GCA_003509025.1
U_66953	UBA1530	GCA_002323325.1
U_66954	UBA8458	None
U_66961	UBA8463	None
U_66963	UBA8465	GCA_003523105.1
U_66974	UBA1541	GCA_002323185.1
U_66975	UBA1542	GCA_002323155.1
U_66982	UBA92	GCA_002497285.1
U_66985	UBA1550	GCA_002323665.1
U_66990	UBA1555	GCA_002322595.1
U_66991	UBA1556	GCA_002322995.1
U_66995	UBA1559	GCA_002322535.1
U_66996	UBA1560	GCA_002322955.1
U_67006	UBA1567	GCA_002322425.1
U_67009	UBA1569	GCA_002322915.1
U_67015	UBA8474	None
U_67017	UBA1571	GCA_002322395.1
U_67020	UBA8475	GCA_003539285.1
U_67022	UBA8477	GCA_003538075.1
U_67024	UBA8479	None
U_67026	UBA8481	GCA_003513465.1
U_67034	UBA8483	GCA_003514625.1
U_67039	UBA8485	GCA_003514655.1
U_67042	UBA8488	GCA_003512645.1
U_67044	UBA8490	GCA_003519485.1
U_67045	UBA8491	GCA_003516525.1
U_67054	UBA8500	GCA_003537595.1
U_67056	UBA8502	GCA_003537575.1
U_67063	UBA8509	None
U_67067	UBA8513	GCA_003543245.1
U_67072	UBA8518	GCA_003543115.1
U_67091	UBA1584	GCA_002322185.1
U_67096	UBA1588	GCA_002322145.1
U_67097	UBA1589	GCA_002322115.1
U_67104	UBA1594	GCA_002322785.1
U_67108	UBA8539	GCA_003535975.1
U_67110	UBA8541	GCA_003454575.1
U_67118	UBA1603	GCA_002322035.1
U_67125	UBA8548	None
U_67127	UBA1606	GCA_002321915.1
U_67128	UBA8550	GCA_003446075.1
U_67130	UBA8552	None
U_67132	UBA98	GCA_002507345.1
U_67134	UBA8555	None
U_67137	UBA1608	GCA_002321635.1
U_67138	UBA8557	GCA_003446055.1
U_67142	UBA8558	GCA_003446135.1
U_67143	UBA8559	None
U_67147	UBA1613	GCA_002321595.1
U_67149	UBA99	GCA_002499785.1
U_67157	UBA1615	GCA_002321545.1
U_67158	UBA8569	None
U_67159	UBA8570	None
U_67163	UBA1617	GCA_002321515.1
U_67168	UBA8575	None
U_67185	UBA1631	GCA_002321275.1
U_67191	UBA8581	GCA_003501465.1
U_67195	UBA1638	GCA_002321175.1
U_67205	UBA1647	GCA_002321065.1
U_67209	UBA1650	GCA_002321015.1
U_67219	UBA102	GCA_002509225.1
U_67226	UBA1664	GCA_002320485.1
U_67230	UBA8589	None
U_67232	UBA103	GCA_002506825.1
U_67233	UBA104	GCA_002496885.1
U_67236	UBA106	GCA_002502365.1
U_67239	UBA8591	None
U_67243	UBA8593	GCA_003447195.1
U_67244	UBA110	GCA_002506385.1
U_67246	UBA8594	None
U_67247	UBA1668	GCA_002320715.1
U_67259	UBA8599	GCA_003486585.1
U_67264	UBA8602	GCA_003485985.1
U_67265	UBA112	GCA_002505265.1
U_67267	UBA1678	GCA_002320635.1
U_67271	UBA1680	GCA_002320605.1
U_67276	UBA1685	GCA_002320595.1
U_67280	UBA1689	GCA_002320155.1
U_67283	UBA1692	GCA_002319995.1
U_67288	UBA1697	GCA_002320085.1
U_67294	UBA1702	GCA_002320005.1
U_67295	UBA1703	GCA_002320515.1
U_67298	UBA1706	GCA_002317485.1
U_67308	UBA1714	GCA_002317295.1
U_67309	UBA1715	GCA_002317135.1
U_67313	UBA1719	GCA_002317145.1
U_67317	UBA1723	GCA_002317115.1
U_67327	UBA113	GCA_002506175.1
U_67328	UBA1733	GCA_002315795.1
U_67330	UBA1735	GCA_002315745.1
U_67337	UBA1741	GCA_002315685.1
U_67343	UBA1746	GCA_002314875.1
U_67345	UBA1748	GCA_002314855.1
U_67347	UBA1750	GCA_002315655.1
U_67352	UBA1755	GCA_002314805.1
U_67354	UBA1757	GCA_002315625.1
U_67355	UBA1758	GCA_002315595.1
U_67357	UBA1760	GCA_002314775.1
U_67360	UBA1763	GCA_002314685.1
U_67365	UBA1768	GCA_002315335.1
U_67367	UBA1770	GCA_002315325.1
U_67370	UBA1773	GCA_002315285.1
U_67371	UBA1774	GCA_002314635.1
U_67375	UBA1777	GCA_002315275.1
U_67383	UBA1784	GCA_002315455.1
U_67385	UBA1786	GCA_002314525.1
U_67392	UBA8614	GCA_003506125.1
U_67394	UBA8616	None
U_67410	UBA1800	GCA_002319915.1
U_67412	UBA8622	None
U_67417	UBA1803	GCA_002319805.1
U_67420	UBA8626	GCA_003505835.1
U_67421	UBA1806	GCA_002315095.1
U_67423	UBA1807	GCA_002314405.1
U_67424	UBA1808	GCA_002315415.1
U_67427	UBA1810	GCA_002315115.1
U_67432	UBA1812	GCA_002315075.1
U_67440	UBA1819	GCA_002315015.1
U_67441	UBA1820	GCA_002314265.1
U_67446	UBA8634	GCA_003491935.1
U_67447	UBA1824	GCA_002338965.1
U_67450	UBA1826	GCA_002338925.1
U_67453	UBA1829	GCA_002338895.1
U_67457	UBA1832	GCA_002338815.1
U_67458	UBA1833	GCA_002339045.1
U_67460	UBA1835	GCA_002339005.1
U_67466	UBA1840	GCA_002338725.1
U_67467	UBA1841	GCA_002338685.1
U_67473	UBA1845	GCA_002338715.1
U_67481	UBA1849	GCA_002338565.1
U_67483	UBA1850	GCA_002338525.1
U_67488	UBA1852	GCA_002338505.1
U_67489	UBA8648	GCA_003513555.1
U_67491	UBA8649	GCA_003519765.1
U_67492	UBA8650	None
U_67494	UBA8652	GCA_003453315.1
U_67499	UBA8655	GCA_003516345.1
U_67505	UBA8658	GCA_003516565.1
U_67508	UBA1860	GCA_002338335.1
U_67509	UBA8660	None
U_67515	UBA1865	GCA_002338255.1
U_67524	UBA8664	GCA_003523145.1
U_67526	UBA8666	None
U_67534	UBA1873	GCA_002338145.1
U_67542	UBA8672	GCA_003539405.1
U_67546	UBA8675	None
U_67549	UBA1879	GCA_002338065.1
U_67550	UBA8677	GCA_003539325.1
U_67564	UBA8688	GCA_003521805.1
U_67571	UBA1886	GCA_002337935.1
U_67573	UBA1888	GCA_002337895.1
U_67574	UBA1889	GCA_002352915.1
U_67576	UBA1891	GCA_002337845.1
U_67578	UBA8693	GCA_003537995.1
U_67581	UBA1892	GCA_002337855.1
U_67588	UBA1898	GCA_002337735.1
U_67590	UBA8698	GCA_003539155.1
U_67593	UBA8701	GCA_003511505.1
U_67598	UBA1901	GCA_002352865.1
U_67601	UBA1904	GCA_002337615.1
U_67606	UBA1909	GCA_002337535.1
U_67612	UBA1912	GCA_002337455.1
U_67614	UBA1914	GCA_002337445.1
U_67622	UBA8708	None
U_67631	UBA1923	GCA_002337285.1
U_67637	UBA8717	None
U_67639	UBA1928	GCA_002337185.1
U_67643	UBA1931	GCA_002337125.1
U_67644	UBA1932	GCA_002337095.1
U_67649	UBA1937	GCA_002337005.1
U_67650	UBA1938	GCA_002336895.1
U_67652	UBA1940	GCA_002336975.1
U_67654	UBA1942	GCA_002336965.1
U_67656	UBA1944	GCA_002336935.1
U_67667	UBA8721	GCA_003452005.1
U_67671	UBA8724	None
U_67679	UBA8728	GCA_003452055.1
U_67682	UBA8730	None
U_67685	UBA1960	GCA_002339095.1
U_67686	UBA1961	GCA_002336645.1
U_67688	UBA1963	GCA_002336035.1
U_67689	UBA8731	None
U_67692	UBA121	GCA_002499865.1
U_67693	UBA122	GCA_002499885.1
U_67694	UBA8734	None
U_67695	UBA1964	GCA_002336065.1
U_67697	UBA123	GCA_002502485.1
U_67698	UBA1966	GCA_002336625.1
U_67702	UBA125	GCA_002502625.1
U_67709	UBA1973	GCA_002336355.1
U_67713	UBA1975	GCA_002335975.1
U_67715	UBA8739	GCA_003448355.1
U_67719	UBA8742	GCA_003532895.1
U_67720	UBA126	GCA_002497025.1
U_67723	UBA1979	GCA_002336595.1
U_67724	UBA1980	GCA_002335925.1
U_67725	UBA1981	GCA_002336545.1
U_67735	UBA8747	GCA_003532555.1
U_67736	UBA8748	GCA_003533285.1
U_67737	UBA130	GCA_002505775.1
U_67742	UBA1986	GCA_002336245.1
U_67745	UBA1988	GCA_002336195.1
U_67750	UBA1991	GCA_002336185.1
U_67754	UBA1995	GCA_002336475.1
U_67758	UBA1998	GCA_002334975.1
U_67760	UBA8754	GCA_003507115.1
U_67763	UBA8755	None
U_67766	UBA2003	GCA_002335105.1
